student_id,province,region_group,user_type,staple_tags,taste_tags,food_keywords,service_tags,normalized_staple_tags,normalized_taste_tags,normalized_food_tags,normalized_service_tags,preference_tags,budget_min,budget_max,waiting_tolerance_minutes,breakfast_arrival_minute,lunch_arrival_minute,dinner_arrival_minute
BJTU2025-LN-120,辽宁,东北,HURRY,米面结合,咸鲜|炖香,米饭|面食|炖菜|海鲜,米饭|炖菜|咸鲜口味,米饭|面食,咸鲜|家常,米饭|面食|家常|海鲜,米饭|家常|咸鲜,米饭|面食|咸鲜|家常|海鲜,14,24,8,36,39,40
BJTU2025-LN-121,辽宁,东北,STUDENT,米面结合,咸鲜|炖香,米饭|面食|炖菜|海鲜,米饭|炖菜|咸鲜口味,米饭|面食,咸鲜|家常,米饭|面食|家常|海鲜,米饭|家常|咸鲜,米饭|面食|咸鲜|家常|海鲜,10,19,11,51,49,40
BJTU2025-LN-122,辽宁,东北,STUDENT,米面结合,咸鲜|炖香,米饭|面食|炖菜|海鲜,米饭|炖菜|咸鲜口味,米饭|面食,咸鲜|家常,米饭|面食|家常|海鲜,米饭|家常|咸鲜,米饭|面食|咸鲜|家常|海鲜,13,26,9,56,26,36
BJTU2025-LN-123,辽宁,东北,HURRY,米面结合,咸鲜|炖香,米饭|面食|炖菜|海鲜,米饭|炖菜|咸鲜口味,米饭|面食,咸鲜|家常,米饭|面食|家常|海鲜,米饭|家常|咸鲜,米饭|面食|咸鲜|家常|海鲜,16,28,7,47,48,37
BJTU2025-LN-124,辽宁,东北,BUDGET_SENSITIVE,米面结合,咸鲜|炖香,米饭|面食|炖菜|海鲜,米饭|炖菜|咸鲜口味,米饭|面食,咸鲜|家常,米饭|面食|家常|海鲜,米饭|家常|咸鲜,米饭|面食|咸鲜|家常|海鲜,8,17,11,45,36,41
BJTU2025-LN-125,辽宁,东北,STUDENT,米面结合,咸鲜|炖香,米饭|面食|炖菜|海鲜,米饭|炖菜|咸鲜口味,米饭|面食,咸鲜|家常,米饭|面食|家常|海鲜,米饭|家常|咸鲜,米饭|面食|咸鲜|家常|海鲜,13,27,8,51,33,42
BJTU2025-LN-126,辽宁,东北,STUDENT,米面结合,咸鲜|炖香,米饭|面食|炖菜|海鲜,米饭|炖菜|咸鲜口味,米饭|面食,咸鲜|家常,米饭|面食|家常|海鲜,米饭|家常|咸鲜,米饭|面食|咸鲜|家常|海鲜,12,21,13,23,40,48
BJTU2025-LN-127,辽宁,东北,STUDENT,米面结合,咸鲜|炖香,米饭|面食|炖菜|海鲜,米饭|炖菜|咸鲜口味,米饭|面食,咸鲜|家常,米饭|面食|家常|海鲜,米饭|家常|咸鲜,米饭|面食|咸鲜|家常|海鲜,13,27,10,13,41,22
BJTU2025-LN-128,辽宁,东北,BUDGET_SENSITIVE,米面结合,咸鲜|炖香,米饭|面食|炖菜|海鲜,米饭|炖菜|咸鲜口味,米饭|面食,咸鲜|家常,米饭|面食|家常|海鲜,米饭|家常|咸鲜,米饭|面食|咸鲜|家常|海鲜,8,14,17,35,29,39
BJTU2025-LN-129,辽宁,东北,STUDENT,米面结合,咸鲜|炖香,米饭|面食|炖菜|海鲜,米饭|炖菜|咸鲜口味,米饭|面食,咸鲜|家常,米饭|面食|家常|海鲜,米饭|家常|咸鲜,米饭|面食|咸鲜|家常|海鲜,9,19,10,33,36,44
BJTU2025-LN-130,辽宁,东北,STUDENT,米面结合,咸鲜|炖香,米饭|面食|炖菜|海鲜,米饭|炖菜|咸鲜口味,米饭|面食,咸鲜|家常,米饭|面食|家常|海鲜,米饭|家常|咸鲜,米饭|面食|咸鲜|家常|海鲜,12,23,16,48,35,70
BJTU2025-LN-131,辽宁,东北,STUDENT,米面结合,咸鲜|炖香,米饭|面食|炖菜|海鲜,米饭|炖菜|咸鲜口味,米饭|面食,咸鲜|家常,米饭|面食|家常|海鲜,米饭|家常|咸鲜,米饭|面食|咸鲜|家常|海鲜,14,27,11,22,38,36
BJTU2025-LN-132,辽宁,东北,STUDENT,米面结合,咸鲜|炖香,米饭|面食|炖菜|海鲜,米饭|炖菜|咸鲜口味,米饭|面食,咸鲜|家常,米饭|面食|家常|海鲜,米饭|家常|咸鲜,米饭|面食|咸鲜|家常|海鲜,13,26,12,56,45,45
BJTU2025-LN-133,辽宁,东北,HURRY,米面结合,咸鲜|炖香,米饭|面食|炖菜|海鲜,米饭|炖菜|咸鲜口味,米饭|面食,咸鲜|家常,米饭|面食|家常|海鲜,米饭|家常|咸鲜,米饭|面食|咸鲜|家常|海鲜,16,32,6,34,41,44
BJTU2025-LN-134,辽宁,东北,STUDENT,米面结合,咸鲜|炖香,米饭|面食|炖菜|海鲜,米饭|炖菜|咸鲜口味,米饭|面食,咸鲜|家常,米饭|面食|家常|海鲜,米饭|家常|咸鲜,米饭|面食|咸鲜|家常|海鲜,14,27,8,29,34,46
BJTU2025-LN-135,辽宁,东北,STUDENT,米面结合,咸鲜|炖香,米饭|面食|炖菜|海鲜,米饭|炖菜|咸鲜口味,米饭|面食,咸鲜|家常,米饭|面食|家常|海鲜,米饭|家常|咸鲜,米饭|面食|咸鲜|家常|海鲜,13,25,8,20,46,40
BJTU2025-LN-136,辽宁,东北,STUDENT,米面结合,咸鲜|炖香,米饭|面食|炖菜|海鲜,米饭|炖菜|咸鲜口味,米饭|面食,咸鲜|家常,米饭|面食|家常|海鲜,米饭|家常|咸鲜,米饭|面食|咸鲜|家常|海鲜,13,22,10,42,49,41
BJTU2025-LN-137,辽宁,东北,HURRY,米面结合,咸鲜|炖香,米饭|面食|炖菜|海鲜,米饭|炖菜|咸鲜口味,米饭|面食,咸鲜|家常,米饭|面食|家常|海鲜,米饭|家常|咸鲜,米饭|面食|咸鲜|家常|海鲜,14,22,5,60,51,23
BJTU2025-LN-138,辽宁,东北,STUDENT,米面结合,咸鲜|炖香,米饭|面食|炖菜|海鲜,米饭|炖菜|咸鲜口味,米饭|面食,咸鲜|家常,米饭|面食|家常|海鲜,米饭|家常|咸鲜,米饭|面食|咸鲜|家常|海鲜,14,27,14,31,56,44
BJTU2025-LN-139,辽宁,东北,STUDENT,米面结合,咸鲜|炖香,米饭|面食|炖菜|海鲜,米饭|炖菜|咸鲜口味,米饭|面食,咸鲜|家常,米饭|面食|家常|海鲜,米饭|家常|咸鲜,米饭|面食|咸鲜|家常|海鲜,13,22,10,35,43,55
BJTU2025-LN-140,辽宁,东北,STUDENT,米面结合,咸鲜|炖香,米饭|面食|炖菜|海鲜,米饭|炖菜|咸鲜口味,米饭|面食,咸鲜|家常,米饭|面食|家常|海鲜,米饭|家常|咸鲜,米饭|面食|咸鲜|家常|海鲜,10,20,14,31,31,59
BJTU2025-LN-141,辽宁,东北,STUDENT,米面结合,咸鲜|炖香,米饭|面食|炖菜|海鲜,米饭|炖菜|咸鲜口味,米饭|面食,咸鲜|家常,米饭|面食|家常|海鲜,米饭|家常|咸鲜,米饭|面食|咸鲜|家常|海鲜,13,23,11,24,14,26
BJTU2025-JL-001,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,11,22,11,28,50,44
BJTU2025-JL-002,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,11,20,11,46,53,37
BJTU2025-JL-003,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,9,21,16,44,49,63
BJTU2025-JL-004,吉林,东北,HURRY,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,14,26,8,28,39,26
BJTU2025-JL-005,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,10,21,11,43,64,34
BJTU2025-JL-006,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,14,26,16,8,51,28
BJTU2025-JL-007,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,9,23,14,20,39,36
BJTU2025-JL-008,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,14,26,9,57,38,85
BJTU2025-JL-009,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,14,26,15,49,57,86
BJTU2025-JL-010,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,14,26,8,25,55,90
BJTU2025-JL-011,吉林,东北,HURRY,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,14,27,8,37,34,47
BJTU2025-JL-012,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,11,25,8,55,42,41
BJTU2025-JL-013,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,11,20,9,38,39,54
BJTU2025-JL-014,吉林,东北,BUDGET_SENSITIVE,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,10,18,12,20,37,41
BJTU2025-JL-015,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,9,19,12,34,43,58
BJTU2025-JL-016,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,14,25,9,60,45,39
BJTU2025-JL-017,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,12,24,11,20,36,44
BJTU2025-JL-018,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,10,23,8,43,61,35
BJTU2025-JL-019,吉林,东北,BUDGET_SENSITIVE,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,8,16,16,35,65,39
BJTU2025-JL-020,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,12,25,9,53,54,48
BJTU2025-JL-021,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,9,18,11,32,49,24
BJTU2025-JL-022,吉林,东北,BUDGET_SENSITIVE,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,9,18,10,29,20,42
BJTU2025-JL-023,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,12,25,14,34,9,65
BJTU2025-JL-024,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,13,23,14,24,47,57
BJTU2025-JL-025,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,13,24,14,40,43,47
BJTU2025-JL-026,吉林,东北,HURRY,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,15,24,4,53,34,51
BJTU2025-JL-027,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,9,18,12,35,33,44
BJTU2025-JL-028,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,14,25,14,41,8,50
BJTU2025-JL-029,吉林,东北,HURRY,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,12,27,6,52,51,41
BJTU2025-JL-030,吉林,东北,HURRY,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,16,30,7,37,35,45
BJTU2025-JL-031,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,13,23,13,30,30,43
BJTU2025-JL-032,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,10,19,9,33,34,40
BJTU2025-JL-033,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,10,19,12,52,43,56
BJTU2025-JL-034,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,9,23,10,22,7,22
BJTU2025-JL-035,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,12,21,14,48,24,41
BJTU2025-JL-036,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,11,21,15,37,61,50
BJTU2025-JL-037,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,13,24,9,27,47,27
BJTU2025-JL-038,吉林,东北,BUDGET_SENSITIVE,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,7,15,17,51,35,32
BJTU2025-JL-039,吉林,东北,HURRY,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,17,29,5,52,33,37
BJTU2025-JL-040,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,10,22,15,32,35,44
BJTU2025-JL-041,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,10,24,11,29,46,47
BJTU2025-JL-042,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,13,26,12,40,35,38
BJTU2025-JL-043,吉林,东北,BUDGET_SENSITIVE,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,8,15,15,23,39,39
BJTU2025-JL-044,吉林,东北,HURRY,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,17,27,4,34,45,25
BJTU2025-JL-045,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,11,24,11,42,38,37
BJTU2025-JL-046,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,11,20,12,58,48,43
BJTU2025-JL-047,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,12,24,16,31,62,40
BJTU2025-JL-048,吉林,东北,HURRY,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,14,27,4,27,34,38
BJTU2025-JL-049,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,13,22,12,52,46,52
BJTU2025-JL-050,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,9,19,9,42,20,36
BJTU2025-JL-051,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,12,21,16,21,26,49
BJTU2025-JL-052,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,12,24,12,24,32,61
BJTU2025-JL-053,吉林,东北,HURRY,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,18,30,5,18,34,28
BJTU2025-JL-054,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,9,22,10,34,52,43
BJTU2025-JL-055,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,11,23,15,26,30,47
BJTU2025-JL-056,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,14,28,14,24,37,62
BJTU2025-JL-057,吉林,东北,HURRY,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,18,32,5,31,23,40
BJTU2025-JL-058,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,9,18,16,44,12,35
BJTU2025-JL-059,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,11,24,13,59,29,49
BJTU2025-JL-060,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,11,25,10,42,45,48
BJTU2025-JL-061,吉林,东北,HURRY,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,14,27,5,43,55,43
BJTU2025-JL-062,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,14,27,9,48,44,74
BJTU2025-JL-063,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,13,25,8,40,59,50
BJTU2025-JL-064,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,9,23,9,31,41,48
BJTU2025-JL-065,吉林,东北,HURRY,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,16,25,5,42,51,47
BJTU2025-JL-066,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,9,20,13,29,50,61
BJTU2025-JL-067,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,9,19,14,30,33,33
BJTU2025-JL-068,吉林,东北,STUDENT,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,13,26,13,54,25,56
BJTU2025-JL-069,吉林,东北,BUDGET_SENSITIVE,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,8,15,11,28,43,37
BJTU2025-JL-070,吉林,东北,BUDGET_SENSITIVE,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,10,16,15,51,36,48
BJTU2025-JL-071,吉林,东北,HURRY,米面结合,咸鲜|酸香,米饭|面食|酸菜|炖菜,米饭|炖菜|酸菜风味,米饭|面食,咸鲜|酸香,米饭|面食|酸香|家常,米饭|家常|酸香,米饭|面食|咸鲜|酸香|家常,18,26,7,31,39,27
